"policyID","fl_site_limit","fr_site_limit","tiv_2011"
530369,0,0,48252.01
948187,0,0,9806.65
571059,0,0,9190.86
470539,0,0,68931.45
791046,0,0,68931.45
563971,0,0,27572.58
823903,0,0,13786.29
812504,0,0,9190.86
597719,0,0,102937.63
716513,0,0,19605.94
378286,0,0,13198.07
698982,0,0,9806.65
624550,0,0,9806.65
666076,0,0,11764.3
474145,0,0,7619.22
572929,0,0,13198.07
640205,0,0,6433.6
295930,0,0,6617.42
823004,0,0,9806.65
230536,0,0,8712.94
936142,0,0,301000.66
724639,0,0,57442.87
119986,0,0,18381.72
603370,0,0,3032.98
532496,0,0,3032.98
786954,0,0,9007.04
416348,0,0,18381.72
506364,0,0,652150.86
311994,0,0,75824.59
807442,0,0,91908.6
235695,0,0,45954.3
481294,0,0,64336.02
292670,0,0,234366.92
127739,0,0,13786.29
869056,0,0,22977.15
514471,0,0,18381.72
903764,0,0,91908.6
192068,0,0,43840.4
109815,0,0,38601.61
495339,0,0,413588.69
752123,0,0,13786.29
412775,0,0,22977.15
249958,0,0,25274.86
754919,0,0,27572.58
829637,0,0,137862.9
931429,0,0,91908.6
565451,0,0,22977.15
722334,0,0,27572.58
630898,0,0,77254.74
166536,0,0,212887.5
469135,0,0,653122.95
678786,0,0,635702.59
284473,0,0,781465.69
499389,0,0,638884.47
541241,0,1939500,1939500
797586,0,0,6760449.39
812823,162366.3,162366.3,162366.3
598244,0,0,648862.42
788363,0,0,240578.59
737787,0,0,13467.17
445518,0,0,19639.62
758347,0,0,604316.67
195133,0,0,171459.48
991548,0,0,822091.98
696936,0,0,85444.69
393176,0,0,26934.33
626647,0,0,162728.27
915781,0,0,589356.89
827852,0,0,13657.95
800420,0,0,64726.57
728346,0,0,2603338.04
928642,0,0,67335.83
442061,0,0,22445.28
810826,0,0,31984.52
336798,0,0,44890.56
830917,0,0,15341.35
984232,0,0,1748172.94
203667,0,0,212051.77
395084,0,0,238222.96
869242,0,0,174354.92
704537,0,0,29086.84
692691,0,0,49883.51
580758,0,0,33850.85
515486,0,0,14204.49
884079,0,0,60112.94
491095,0,0,776595.4
579764,0,0,88434.4
263177,0,0,61724.52
710739,0,0,33667.92
156129,0,0,64275.42
178800,0,0,216363.6
406073,0,0,106317.27
450089,0,0,170207.57
894206,0,0,189999.9
472007,0,0,635996.7
500287,0,0,1729530
365732,0,0,110218.53
365145,0,0,123995.38
237841,0,0,13777.78
497561,0,0,38954.52
245837,0,0,428020.45
732075,0,0,38954.52
657625,0,0,3505598.5
790556,0,0,140160.38
207626,0,0,60397.19
902008,0,0,1138559.14
135936,0,4623.3,4623.3
997759,0,0,34212.42
470224,0,0,11095.92
367761,0,0,25899.23
285586,0,0,10211.17
122164,0,0,4084.47
152913,0,0,26920.35
655156,0,0,80668.21
989201,0,0,70642.7
207985,0,0,263169.6
732449,0,0,15873.72
665653,0,0,246924.56
939634,0,0,942304.98
981796,0,0,12996.03
269573,0,0,42886.9
602123,0,0,2784.86
336717,0,0,105764.12
238449,0,0,18419.71
530357,0,0,36836.28
896911,0,0,214534.66
391646,0,0,44199.98
710345,0,0,51130.14
944525,0,0,194537.7
800878,0,0,28776.92
866106,0,0,151310.92
204794,0,0,179562.23
849458,0,0,16833.96
806471,0,0,24914.26
464589,0,0,169461.85
591943,407520,407520,407520
973133,137160,137160,137160
743965,123300,123300,123300
528185,0,0,37823.84
219113,0,0,181487.52
376803,0,0,948148.79
233559,585000,585000,585000
579117,82620,82620,82620
517674,0,0,61027.56
980808,0,22500,22500
143584,0,0,874801.8
489643,0,0,504230.4
986109,0,0,67591.02
654640,0,0,135763.24
700895,702820.8,702820.8,702820.8
407962,0,0,129600000
494610,0,0,67892.48
744305,0,0,67892.48
512991,0,0,102221.41
507789,0,0,105926
186262,0,0,4542119.64
978388,0,0,191242.75
784347,0,0,921352.86
679408,0,0,35322.13
306619,0,0,108562.2
457004,0,0,26195.88
329255,0,0,101204.64
900892,0,0,16160.6
633241,0,0,22781.96
502372,0,0,114298.09
719075,0,0,315302.29
920786,0,0,109954.93
232605,0,0,180630.62
601984,0,0,124374.9
459878,0,0,134464.05
565530,0,0,496159.61
202651,0,0,2311064.6
909104,0,72279,72279
872719,0,0,22356.54
997611,0,0,16767.17
519606,0,0,16767.17
624248,0,0,396814.48
783767,0,0,167668.04
285479,0,0,16767.17
424793,0,0,16767.17
256213,0,0,22356.54
155199,0,0,22356.54
830871,0,0,16767.17
757768,0,0,16767.17
176583,0,0,344852.16
678864,0,0,68970.43
854000,0,0,91960.58
631978,0,0,25748.96
967058,0,0,25105.24
878374,0,0,38623.44
113053,0,0,9196.06
288738,0,0,9196.06
594369,0,0,38623.44
706890,0,0,45980.29
536032,0,0,137940.86
747825,0,0,27944.98
608124,0,0,22356.54
934739,0,0,89423.38
757078,0,0,16767.17
956518,0,0,12250.99
548584,0,0,30686.32
132904,0,0,59774.37
111857,0,0,32186.2
388383,0,0,11549.33
276410,2070,2070,2070
546756,0,0,42481.06
669229,321053.4,321053.4,321053.4
766573,132651,132651,132651
765578,23400,23400,23400
166613,0,0,5932213.89
883261,0,0,977330.7
842655,0,0,1222262.42
248167,493833.6,493833.6,493833.6
976562,0,0,305427.6
620457,0,0,288279
336697,0,0,910695.68
648295,0,0,14066.75
858080,0,0,7571.54
579910,0,0,702715.18
735184,0,0,132894.53
420445,0,0,14066.75
373504,0,0,113441.57
266080,0,0,123449.03
178535,0,0,701414.94
574531,67590,67590,67590
606491,14670,14670,14670
885991,0,0,1449866.88
908170,0,0,1849.32
487022,0,0,372637.98
723719,0,0,211747.14
628922,0,0,6472.62
232316,0,0,2476576.8
151933,0,0,34713.82
225577,0,0,17198.19
443296,0,0,14453.8
747464,0,0,796867.35
548566,0,0,1125.2
510281,0,0,59097.75
481334,0,0,58547.04
621142,0,0,2790.13
907206,0,0,12087.22
963412,0,0,5324.12
561805,0,0,1863.44
177053,0,0,75825.74
888564,0,0,228.7
399592,0,0,3210.02
616030,0,0,5962.65
671336,0,0,910.22
914194,0,0,910.22
632104,0,0,9660.26
895447,0,0,1585.34
969519,0,0,11880.48
149119,0,0,8370.4
804466,0,0,48183.3
688199,0,0,2706.89
977912,0,0,4665.47
312530,0,0,79587.39
154572,0,0,19210.75
299157,0,0,14453.8
358433,0,0,631.21
131991,0,0,1209270.9
844614,0,0,101097.02
735501,0,0,86949.68
703956,0,0,403517.2
547680,0,0,384.21
562722,0,0,45932.5
820860,0,0,45932.5
894562,0,0,45932.5
577091,0,0,45932.5
755818,0,0,45932.5
839723,0,0,45932.5
118899,0,0,45932.5
612231,0,0,45932.5
163526,0,0,45932.5
278995,0,0,37894.32
875706,0,0,126314.39
712263,0,0,114440.68
241888,0,0,292819.71
115934,0,0,918650.08
214979,0,0,172246.89
601369,0,0,459325.04
859735,0,0,28707.81
868972,0,0,38468.47
369631,0,0,10396.08
130797,2348172,2348172,2348172
770857,0,0,43459.02
834275,0,0,12020.58
102432,63396,63396,63396
776440,76779,76779,76779
945568,244701,244701,244701
132404,20826,20826,20826
395018,677898,677898,677898
248575,1216161,1216161,1216161
812631,2493,2493,2493
220621,6462,6462,6462
139061,19890,19890,19890
419108,94428,94428,94428
391574,2493,2493,2493
449147,5967,5967,5967
998635,18900000,18900000,18900000
437290,3609198,3609198,3609198
395835,6649758,6649758,6649758
613321,75969,75969,75969
865150,2493,2493,2493
635664,7461,7461,7461
529300,198954,198954,198954
430318,258633,258633,258633
441395,11520,11520,11520
294015,38385,38385,38385
950097,3029976,3029976,3029976
110324,538857,538857,538857
416938,1172421,1172421,1172421
586755,2930220,2930220,2930220
863494,1978974,1978974,1978974
574538,1831842,1831842,1831842
514370,460881,460881,460881
373414,66132,66132,66132
997019,66132,66132,66132
910144,66132,66132,66132
552357,2493,2493,2493
655342,24867,24867,24867
897773,109431,109431,109431
926390,333243,333243,333243
216408,1178082,1178082,1178082
548404,92637,92637,92637
206428,91314,91314,91314
292458,29835,29835,29835
919465,28791,28791,28791
630483,5436,5436,5436
825224,885150,885150,885150
404295,28962,28962,28962
150387,6903,6903,6903
946844,64665,64665,64665
751897,2264391,2264391,2264391
910845,4977,4977,4977
763316,61668,61668,61668
727002,14400,14400,14400
559336,72837,72837,72837
236251,72837,72837,72837
529747,161928,161928,161928
858323,0,0,604530
158617,0,0,240622.2
334713,0,0,32094.19
318842,0,0,32094.19
649501,0,0,32094.19
445540,0,0,74144.01
371999,0,0,32094.19
218472,0,0,1833.95
580250,0,0,867339.18
907556,0,0,930359.34
327269,0,0,44565.08
892361,0,0,1270260.69
398442,0,0,255027.8
423598,0,0,265923.32
327184,0,0,22924.42
314582,0,0,2792753.33
975779,0,0,343866.37
337568,0,0,1931904.47
459597,0,0,202488.69
511988,0,0,308888.28
455917,0,0,719781.99
304879,0,0,308888.28
881425,0,0,14066.75
208817,0,0,14066.75
918862,0,0,14066.75
523984,0,0,14066.75
226520,0,0,28133.51
413066,0,0,1383987.18
177491,0,0,72602.61
906786,0,0,7260.26
252960,0,0,1800544.63
753041,0,0,78741.16
275656,0,0,14130000
366151,0,0,1669180.2
143520,0,0,399314.33
578715,0,0,97105.99
728171,0,0,358672.3
147189,0,0,385701.35
626834,0,0,32671.17
840720,0,0,163355.86
911131,0,0,47295.92
814705,0,0,138384.12
896748,0,0,98996.02
640263,0,0,125693.56
756661,0,0,98996.02
267816,0,0,98996.02
876992,0,0,140282.99
866801,0,0,140282.99
135106,0,0,135793.93
995558,0,0,220188.18
577604,0,0,220188.18
334208,0,0,220188.18
601206,0,0,135793.93
335613,0,0,135793.93
586214,0,0,123449.03
645424,0,0,220188.18
584595,0,0,123449.03
924430,0,0,135793.93
842675,0,0,4402.16
379599,0,2175765.3,2175765.3
280286,0,2158173,2158173
147622,0,11160000,11160000
592104,0,0,316139.85
936914,0,57600,57600
689421,0,221400,221400
162509,0,111600,111600
205789,0,15120,15120
559033,0,9180,9180
411708,0,127800,127800
945341,0,0,1434992.47
985128,0,0,128341.04
859902,0,0,638012.84
767859,0,0,56135.64
235747,0,0,28869.12
644183,0,0,28869.12
956443,0,0,56135.64
278796,0,0,56135.64
608556,0,0,56135.64
454763,0,0,56135.64
908461,0,0,56135.64
333252,0,0,48115.94
332105,0,0,56135.64
874411,0,0,48115.94
700665,0,0,80192.49
582288,0,0,176424.38
903047,0,0,24057.97
446936,0,0,56135.64
758257,0,0,56135.64
205579,0,0,240578.59
542261,0,0,48115.94
467776,0,0,56135.64
547808,0,0,24057.97
148603,0,0,24057.97
620151,0,0,24057.97
423148,0,0,48115.94
285805,0,0,80192.49
666963,0,0,57739.36
218058,0,0,14310000
824968,0,0,511334.86
583791,0,0,192789.23
288895,0,0,108607.09
622218,0,0,2419079.14
471679,0,0,473034.24
330603,0,0,14589.43
340377,0,0,280565.98
325580,0,0,280565.98
355939,0,0,224452.78
537551,0,0,168339.59
817217,0,0,149822.23
307610,0,0,145894.31
934843,0,0,89781.11
479633,0,0,101003.75
261810,0,0,44890.56
251498,0,0,31423.39
652676,0,0,179562.23
430162,0,0,28056.6
107565,0,0,39279.24
137773,0,0,33667.92
150881,0,0,2973818.68
818305,0,0,391052.86
772993,0,0,28396.64
335686,0,0,85545.69
354163,0,0,25972.55
131859,0,0,817622
102237,0,0,84169.79
496689,0,0,20200.75
386266,0,0,20200.75
189496,0,0,484818.01
448454,0,0,58357.72
152055,0,0,21323.01
516954,0,0,871202.25
346222,137358,137358,137358
827364,0,0,893221.56
865575,0,0,2773.98
666784,541125,541125,541125
908304,4806,4806,4806
724035,3600,3600,3600
616507,1800,1800,1800
743467,630,630,630
542565,630,630,630
666420,270,270,270
716343,270,270,270
166243,270,270,270
869527,270,270,270
793316,270,270,270
525660,630,630,630
228542,810,810,810
345892,810,810,810
235832,315,315,315
710139,100890,100890,100890
352426,4806,4806,4806
384442,621306,621306,621306
286876,519309,519309,519309
300150,630315,630315,630315
604759,1159911,1159911,1159911
374411,165510,165510,165510
447691,50850,50850,50850
735405,1350,1350,1350
476328,900,900,900
188892,1350,1350,1350
738918,46260,46260,46260
320338,6687,6687,6687
443947,3600,3600,3600
167317,3600,3600,3600
430437,4950,4950,4950
873593,4950,4950,4950
653808,3510,3510,3510
122734,6750,6750,6750
603486,6750,6750,6750
855783,8730,8730,8730
379870,11700,11700,11700
536577,7290,7290,7290
178873,27450,27450,27450
300562,644667.3,644667.3,644667.3
555619,1474668,1474668,1474668
758060,400446,400446,400446
489526,366579,366579,366579
861565,979389,979389,979389
692765,463527,463527,463527
428588,7290,7290,7290
116583,19440,19440,19440
779587,13698,13698,13698
827888,21150,21150,21150
983194,9270,9270,9270
549068,0,0,8999.56
116416,0,0,16686.68
787983,0,0,124578.27
473317,0,0,478171.89
139920,0,0,54372.34
464379,0,0,263732.02
110577,0,0,56113.2
964532,0,0,2888.71
783365,0,0,14441.29
243580,0,0,28881.46
936931,0,0,69355.91
464273,0,0,17800.23
142893,0,0,61948.97
583948,0,0,369572.73
466262,0,0,769255.8
868179,255420,255420,255420
368509,150570,150570,150570
825334,68391,68391,68391
584286,0,13869.9,13869.9
426369,0,0,232089.66
621175,328500,328500,328500
740683,0,0,487431
974438,0,0,312602.4
443137,519750,519750,519750
174313,0,237600,237600
515429,0,0,714435.95
168714,0,0,826097.81
967565,0,0,835969.55
216270,0,0,1196984.13
650875,0,0,3163525.96
971511,0,0,50815.57
413953,0,0,28869.12
450658,0,0,28869.12
228299,0,0,60946.79
717202,0,0,56135.64
772804,0,0,1924626.49
932466,0,0,3207710.82
533299,0,0,252172.7
284003,0,0,75926.76
205704,0,0,48462.72
346837,0,0,50501.88
371665,0,0,8978.11
574882,0,0,948818.02
110888,0,0,409783.44
375055,0,1115436.6,1115436.6
482716,0,218475,218475
603519,0,0,3210.02
268570,0,0,78672.59
820558,0,0,1900458
498729,9377.1,9377.1,9377.1
950716,0,0,3060631.7
128894,0,0,520973.65
881492,0,0,520973.65
321346,0,0,520973.65
581291,0,0,520973.65
370644,0,0,520973.65
545031,0,0,520973.65
201089,0,0,520973.65
790967,0,0,549103.15
558007,0,0,549103.15
125552,0,0,549103.15
527643,0,0,549103.15
110872,0,0,549103.15
893113,1430834.4,1430834.4,1430834.4
575211,613728,613728,613728
665536,301320,301320,301320
273487,286110,286110,286110
280674,121950,121950,121950
248341,117000,117000,117000
113250,41130,41130,41130
430658,0,0,603802.98
449510,0,0,825721.38
814098,0,0,35137.08
491496,0,0,825721.38
519546,0,0,11790000
399722,595161,595161,595161
898714,0,0,1.8e+07
284335,0,0,1763384.4
328660,0,0,133841.37
939217,0,0,55003.3
312341,0,0,121007.27
851500,0,0,116882.02
206063,0,0,550033.04
911054,0,0,170510.24
990316,0,0,73337.74
998798,0,0,22918.04
743895,0,0,188798.84
183291,0,0,19251.16
762494,0,0,916.72
614159,0,0,916.72
313157,0,0,4583.61
549388,0,0,9167.22
381206,0,0,4583.61
903839,0,0,4583.61
484007,0,0,641705.22
758694,0,0,91672.17
718473,0,0,73337.74
310500,0,0,506981.65
951965,0,0,22918.04
686067,0,0,366688.7
630246,0,0,550033.04
960864,0,0,192511.57
368093,0,0,68225.18
596039,0,0,38502.31
793688,0,0,128341.04
655727,0,0,68754.13
203305,0,0,1512590.87
625673,0,0,146675.48
484687,0,0,110006.61
745529,0,0,114590.22
595624,0,0,84338.4
901277,0,0,458360.87
986412,0,0,106339.72
555955,354825,354825,354825
817829,3324844.8,3324844.8,3324844.8
447682,125233.2,125233.2,125233.2
791246,36000,36000,36000
828195,0,0,678705.08
349231,0,0,892627.93
327231,0,0,1700649.1
157885,4086.9,4086.9,4086.9
480677,0,0,144346.71
469669,0,0,96229.64
162340,0,0,24057.97
368883,0,0,80192.49
823110,0,0,28869.12
805930,0,0,48115.94
615055,0,0,56135.64
510571,0,0,1590967.33
599636,0,0,56135.64
252174,0,0,80192.49
801148,0,0,99439.32
793447,0,0,24057.97
787827,0,0,641542.16
970645,0,0,641542.16
829730,0,0,14400000
693967,0,0,904575.01
780380,0,0,2485482.37
816959,0,0,47135.08
575231,0,0,436526.99
625865,0,0,57839.24
132961,0,0,5499407.39
418645,0,0,57235.46
451133,0,0,39279.24
688245,0,0,5611.32
516626,0,0,3193.31
529970,0,0,634316.76
884768,0,813700.8,813700.8
163481,0,735104.7,735104.7
758210,7647876,7647876,7647876
249945,27432,27432,27432
805642,1026,1026,1026
240151,88569,88569,88569
144321,88569,88569,88569
872373,88569,88569,88569
775283,88569,88569,88569
138616,88569,88569,88569
397202,88569,88569,88569
758276,74331,74331,74331
217068,5508,5508,5508
627387,5508,5508,5508
611518,22068,22068,22068
474581,3681,3681,3681
581062,2205,2205,2205
242620,0,0,362762.1
599189,0,0,331312.5
240859,0,0,777535.09
392938,0,0,815202.73
868280,0,0,625780.18
640979,0,0,552372.75
924750,0,0,63113.88
753749,0,0,16409.74
218910,0,0,694252.66
716300,0,0,56113.2
592140,8531847,8531847,8531847
405514,16740000,16740000,16740000
201544,975978,975978,975978
952351,25902,25902,25902
453419,2754,2754,2754
636902,1836,1836,1836
836032,2880,2880,2880
587845,15993,15993,15993
268554,16731,16731,16731
218318,39348,39348,39348
429098,70317,70317,70317
904790,12411,12411,12411
341035,202500,202500,202500
766044,0,0,84169.79
900080,0,0,1105429.95
736640,0,0,171004.96
876566,0,0,67279.72
937515,0,0,17423.15
123359,0,0,157390.78
147295,0,0,1284191.96
638119,0,0,121860
686788,264600,264600,264600
293065,0,0,4402306.26
180193,0,0,1221475.86
772617,0,0,22191.84
403715,166599,166599,166599
361295,26487,26487,26487
927744,17982,17982,17982
216775,179622,179622,179622
594385,918,918,918
197723,112149,112149,112149
578894,918,918,918
768448,19575,19575,19575
481388,74331,74331,74331
313664,74331,74331,74331
731719,74331,74331,74331
308578,1377,1377,1377
121709,243774,243774,243774
716004,2754,2754,2754
661496,675,675,675
612626,549,549,549
352290,1836,1836,1836
400096,57249,57249,57249
940268,113436,113436,113436
301031,34659,34659,34659
217378,34929,34929,34929
455667,2754,2754,2754
780296,1935,1935,1935
889509,2754,2754,2754
543467,3735,3735,3735
898563,74331,74331,74331
453122,74331,74331,74331
892997,74331,74331,74331
406909,1107,1107,1107
597721,282573,282573,282573
413465,549,549,549
505886,5508,5508,5508
989269,675,675,675
724533,0,18540000,18540000
113070,0,0,557432.1
246966,5670,5670,5670
270693,1732500,1732500,1732500
171637,1899387,1899387,1899387
931285,0,0,862434.11
958269,0,0,206833.24
479436,0,0,76426.17
603012,0,0,574240
745546,0,0,78558.47
675553,0,0,39279.24
259171,0,0,39279.24
225244,0,0,39279.24
845968,0,0,39279.24
138896,0,0,103918.27
333908,0,0,67335.83
691453,0,0,155433.55
575150,0,0,39279.24
439688,0,0,39279.24
921842,0,0,39279.24
435330,0,0,39279.24
132865,0,0,5611.32
642061,88508.7,88508.7,88508.7
623689,0,0,818872.99
992919,463590,463590,463590
569166,8550,8550,8550
951214,0,0,146096.28
365016,0,0,30513.78
992740,0,0,312535.08
739949,0,13869.9,13869.9
874599,0,0,446610.78
860965,0,0,188630.64
330165,0,0,137774.34
650181,0,60102.9,60102.9
749222,0,60102.9,60102.9
178508,0,0,164589.48
398028,0,32363.1,32363.1
559266,0,60102.9,60102.9
705300,0,60102.9,60102.9
536447,0,0,10171.26
158793,0,11430000,11430000
831984,0,0,1854867.96
963320,0,0,74897.46
107299,0,0,2773.98
605850,0,0,339350.22
395298,0,0,3698.64
670035,0,0,45308.34
625216,0,0,1918944.45
397233,0,0,1057957.65
167116,0,168750,168750
451362,1294668,1294668,1294668
136213,21555,21555,21555
582888,8532,8532,8532
771693,2952,2952,2952
441366,4749129,4749129,4749129
647091,117126,117126,117126
601572,249543,249543,249543
698704,266184,266184,266184
513996,3726,3726,3726
231209,3726,3726,3726
684474,74331,74331,74331
862827,1377,1377,1377
203365,2205,2205,2205
389215,549,549,549
748106,13239,13239,13239
998686,45504,45504,45504
917134,46125,46125,46125
854991,7353,7353,7353
270478,2754,2754,2754
791159,519498,519498,519498
381856,16443,16443,16443
862845,26595,26595,26595
650764,2952,2952,2952
799393,11403,11403,11403
668169,86130,86130,86130
409123,86130,86130,86130
437215,86130,86130,86130
416022,86130,86130,86130
198890,86130,86130,86130
109952,2943,2943,2943
706975,16542,16542,16542
231215,33093,33093,33093
195370,342,342,342
498459,7353,7353,7353
437327,1197,1197,1197
125310,73872,73872,73872
841542,178515,178515,178515
609192,17982,17982,17982
436819,7668,7668,7668
404396,5661,5661,5661
675631,549,549,549
875517,1836,1836,1836
122968,6714,6714,6714
462865,180,180,180
762271,1963710,1963710,1963710
118657,18729,18729,18729
680967,88569,88569,88569
235283,1107,1107,1107
978723,1836,1836,1836
553660,5508,5508,5508
373053,11034,11034,11034
539364,8208,8208,8208
803437,16470000,16470000,16470000
128242,158346,158346,158346
946299,2259,2259,2259
526205,2484,2484,2484
236986,3177,3177,3177
189489,17649,17649,17649
707198,17919,17919,17919
576623,270,270,270
183496,7353,7353,7353
380278,3483,3483,3483
973374,80451,80451,80451
949520,17280,17280,17280
261179,18333,18333,18333
519120,10350,10350,10350
878456,8406,8406,8406
786881,29484,29484,29484
378835,8181,8181,8181
725244,3222,3222,3222
130019,1566,1566,1566
512917,12312,12312,12312
357588,109206,109206,109206
499308,21510,21510,21510
980137,44118,44118,44118
569071,27756,27756,27756
964046,20403,20403,20403
